Student ID;Institution;Year of Study;GPA;Loadshedding Frequency;Loadshedding Duration;Loadshedding Impact
59235;University of Pretoria;4;0,780631725;2;15,03830204;None
53016;University of Cape Town;2;0,246547545;3;11,89741043;Minimal
68355;Stellenbosch University;1;3,455478725;1;11,273803;Moderate
78265;University of Johannesburg;3;0,827469382;4;5,424164998;Severe
89343;University of KwaZulu-Natal;4;3,058997131;6;12,60345291;None
78332;University of Pretoria;3;2,972945089;4;22,97388866;Minimal
67082;University of Cape Town;2;1,764481189;6;18,42622689;Moderate
77317;Stellenbosch University;4;0,788532002;2;21,27137654;Severe
11083;University of Johannesburg;3;2,176611066;2;22,09773586;None
16870;University of KwaZulu-Natal;2;3,982829275;3;20,06292367;Minimal
82722;University of Pretoria;3;2,571509086;3;12,13064847;Moderate
84395;University of Cape Town;2;3,922821639;5;19,55965588;Severe
60011;Stellenbosch University;3;0,152492001;2;11,43844156;None
58292;University of Johannesburg;1;1,160012736;1;6,74877059;Minimal
54732;University of KwaZulu-Natal;1;0,66516865;4;17,49731651;Moderate
66233;University of Pretoria;2;3,140611703;4;5,578592632;Severe
27663;University of Cape Town;3;3,613002945;3;23,35961302;None
73757;Stellenbosch University;4;1,957408671;4;10,50906807;Minimal
46088;University of Johannesburg;3;2,215167119;0;17,38430952;Moderate
28234;University of KwaZulu-Natal;3;0,728820427;4;6,085607477;Severe
82157;University of Pretoria;3;3,752349295;6;15,50185123;None
58749;University of Cape Town;1;1,788029012;1;21,22726805;Minimal
88906;Stellenbosch University;1;1,583002577;0;3,537916071;Moderate
42438;University of Johannesburg;2;1,999467776;3;13,66877128;Severe
92414;University of KwaZulu-Natal;1;3,089282851;5;18,54685242;None
85353;University of Pretoria;3;0,049005086;6;8,243296587;Minimal
81730;University of Cape Town;2;0,085245442;0;21,13802818;Moderate
78734;Stellenbosch University;3;2,590784486;5;16,41420502;Severe
82704;University of Johannesburg;2;3,736811182;1;17,55653665;None
93683;University of KwaZulu-Natal;2;2,576108252;2;20,71368511;Minimal
38379;University of Pretoria;4;1,164062287;1;0,683233917;Moderate
79060;University of Cape Town;4;0,242808464;3;10,79509078;Severe
60514;Stellenbosch University;2;2,705133835;2;9,758359511;None
61787;University of Johannesburg;3;0,486762392;4;13,40999207;Minimal
49413;University of KwaZulu-Natal;4;0,578350264;2;1,91381583;Moderate
61914;University of Pretoria;1;2,631708491;5;21,63047907;Severe
32287;University of Cape Town;2;1,297489037;4;12,15940734;None
89164;Stellenbosch University;4;1,747160102;1;12,26656648;Minimal
91955;University of Johannesburg;4;3,190608858;6;2,97359631;Moderate
39174;University of KwaZulu-Natal;4;1,781916653;3;8,948775212;Severe
52170;University of Pretoria;3;0,712745454;1;7,832099422;None
19721;University of Cape Town;2;1,382796519;3;13,36629645;Minimal
51848;Stellenbosch University;2;2,36824042;6;21,47957094;Moderate
48351;University of Johannesburg;3;2,44168312;0;7,422239641;Severe
91161;University of KwaZulu-Natal;2;2,201761222;6;3,191369604;None
60861;University of Pretoria;2;2,838017185;0;3,798784915;Minimal
75930;University of Cape Town;1;2,738239147;2;9,562959774;Moderate
35842;Stellenbosch University;4;2,929294874;5;15,32489156;Severe
37829;University of Johannesburg;1;3,494509108;1;22,8784848;None
27765;University of KwaZulu-Natal;4;1,280725521;5;4,778605097;Minimal
20625;University of Pretoria;1;1,52150446;0;18,11760941;Moderate
31316;University of Cape Town;4;2,366230822;4;8,910292948;Severe
92658;Stellenbosch University;2;1,04919881;1;13,56270567;None
81908;University of Johannesburg;3;3,869546476;5;2,982764664;Minimal
71956;University of KwaZulu-Natal;4;2,529762443;1;4,546348882;Moderate
37948;University of Pretoria;3;0,748484759;1;16,61945607;Severe
93705;University of Cape Town;2;0,295183016;5;12,49384484;None
69621;Stellenbosch University;4;2,46652233;1;20,91163199;Minimal
35781;University of Johannesburg;4;3,295048505;4;7,3072933;Moderate
72275;University of KwaZulu-Natal;2;1,071049459;6;21,27842123;Severe
16168;University of Pretoria;1;1,689986838;4;4,168412731;None
21684;University of Cape Town;4;0,55758413;5;20,17883758;Minimal
47340;Stellenbosch University;2;3,86216323;6;2,130425687;Moderate
64353;University of Johannesburg;1;1,212610736;6;4,821676193;Severe
22726;University of KwaZulu-Natal;3;3,351670369;6;17,91621905;None
75134;University of Pretoria;4;2,994610302;5;21,35149821;Minimal
79770;University of Cape Town;1;2,47330212;1;23,43469157;Moderate
30001;Stellenbosch University;1;1,544032156;2;15,33617224;Severe
28004;University of Johannesburg;4;0,2739901;3;0,836237308;None
44779;University of KwaZulu-Natal;4;3,766712442;1;14,85829392;Minimal
53175;University of Pretoria;2;3,383727088;4;1,08927705;Moderate
32890;University of Cape Town;1;2,276231496;2;8,644644545;Severe
20480;Stellenbosch University;2;3,008833446;5;21,21982231;None
45100;University of Johannesburg;1;3,827042938;5;20,75279611;Minimal
29669;University of KwaZulu-Natal;2;0,006302633;1;5,901928747;Moderate
55656;University of Pretoria;4;3,672900473;0;3,961303822;Severe
15530;University of Cape Town;1;3,297590393;1;21,92795616;None
49446;Stellenbosch University;2;2,937559171;6;21,67743402;Minimal
14593;University of Johannesburg;2;3,933107664;0;1,060123316;Moderate
30355;University of KwaZulu-Natal;1;1,967794725;1;4,578670968;Severe
73879;University of Pretoria;1;2,38502411;3;10,3596298;None
69302;University of Cape Town;1;0,219164847;0;11,58018462;Minimal
56312;Stellenbosch University;3;0,460165456;5;16,85774603;Moderate
30922;University of Johannesburg;4;2,005538579;2;21,30908956;Severe
21458;University of KwaZulu-Natal;4;3,888610631;6;20,52276776;None
28500;University of Pretoria;2;1,994994766;3;22,61020337;Minimal
63930;University of Cape Town;4;1,160791784;6;20,52506119;Moderate
17355;Stellenbosch University;3;1,89329331;0;9,23393894;Severe
60266;University of Johannesburg;2;3,280521264;3;23,31557285;None
36475;University of KwaZulu-Natal;4;1,74573545;0;6,406946676;Minimal
29644;University of Pretoria;4;3,430481865;2;23,39340409;Moderate
12959;University of Cape Town;1;3,303869095;3;15,92342535;Severe
62971;Stellenbosch University;4;0,027912703;6;0,336679397;None
32598;University of Johannesburg;4;0,566683948;5;23,51945831;Minimal
73723;University of KwaZulu-Natal;1;2,214854568;3;10,06704154;Moderate
29187;University of Pretoria;4;2,08040554;2;19,84348232;Severe
80207;University of Cape Town;1;2,57246381;6;10,03517622;None
14778;Stellenbosch University;2;3,469785414;2;16,40039645;Minimal
50369;University of Johannesburg;3;1,152657722;5;20,18437672;Moderate
85635;University of KwaZulu-Natal;1;2,459786987;5;17,13766054;Severe
42059;University of Pretoria;2;0,360478678;5;12,53604491;None
50003;University of Cape Town;2;3,792569612;4;4,447216863;Minimal
31869;Stellenbosch University;2;1,63757932;5;1,961405228;Moderate
73096;University of Johannesburg;1;2,489595163;2;13,32394494;Severe
19102;University of KwaZulu-Natal;1;0,733206962;2;21,88239786;None
10483;University of Pretoria;1;1,634281279;5;6,171621526;Minimal
59574;University of Cape Town;1;3,910892729;4;11,88457067;Moderate
34058;Stellenbosch University;3;2,222703446;3;17,37640749;Severe
51560;University of Johannesburg;2;3,729846852;4;21,00091863;None
22254;University of KwaZulu-Natal;1;1,678569712;4;6,826201621;Minimal
94074;University of Pretoria;1;2,258667031;1;13,6825201;Moderate
28960;University of Cape Town;4;3,960471646;3;10,009404;Severe
87914;Stellenbosch University;1;2,896215382;4;17,73111162;None
74559;University of Johannesburg;3;1,285828504;0;19,04313931;Minimal
52833;University of KwaZulu-Natal;1;3,257001434;1;20,3981009;Moderate
83284;University of Pretoria;2;2,995866639;4;21,05845908;Severe
22109;University of Cape Town;2;1,234020369;6;19,97994978;None
72064;Stellenbosch University;1;2,375808363;4;2,776868634;Minimal
32583;University of Johannesburg;2;2,280988192;6;20,96488386;Moderate
79350;University of KwaZulu-Natal;3;0,837765112;2;16,15994813;Severe
74626;University of Pretoria;4;1,761584072;1;18,2487601;None
25321;University of Cape Town;1;3,783157986;1;19,8858045;Minimal
14050;Stellenbosch University;2;3,664388151;1;17,48109207;Moderate
61735;University of Johannesburg;2;0,124826221;0;8,604483151;Severe
13307;University of KwaZulu-Natal;2;0,486787913;2;4,132466605;None
52240;University of Pretoria;1;0,888729139;5;17,53285737;Minimal
96320;University of Cape Town;1;2,140153427;1;23,48292918;Moderate
75933;Stellenbosch University;3;2,571109923;3;12,52105033;Severe
49589;University of Johannesburg;2;2,230939846;2;15,67191026;None
10050;University of KwaZulu-Natal;1;0,416037552;1;11,65099336;Minimal
87569;University of Pretoria;4;1,925411609;0;2,261526121;Moderate
23897;University of Cape Town;2;2,986122032;0;3,975970485;Severe
95857;Stellenbosch University;3;3,875023842;0;1,537373546;None
49311;University of Johannesburg;4;2,126693915;5;10,40850394;Minimal
46739;University of KwaZulu-Natal;2;0,230231875;4;4,368684467;Moderate
21593;University of Pretoria;2;2,266639629;2;19,19250027;Severe
10068;University of Cape Town;4;3,974940362;0;17,79336506;None
92700;Stellenbosch University;2;3,30321976;4;5,161316105;Minimal
81380;University of Johannesburg;4;2,002135154;6;3,468791278;Moderate
92469;University of KwaZulu-Natal;2;2,654353225;4;10,34428378;Severe
21211;University of Pretoria;1;3,984611268;6;19,04612114;None
83015;University of Cape Town;3;3,090896697;1;20,32650944;Minimal
13730;Stellenbosch University;3;3,531302323;3;4,852467112;Moderate
34861;University of Johannesburg;3;2,678251858;6;11,55790804;Severe
35148;University of KwaZulu-Natal;3;1,213119825;2;8,649473478;None
99851;University of Pretoria;2;1,623409198;6;20,72783382;Minimal
38838;University of Cape Town;3;3,103370722;4;4,566235682;Moderate
59130;Stellenbosch University;2;2,557282319;4;17,49580628;Severe
15814;University of Johannesburg;3;2,030415859;0;16,70277459;None
22929;University of KwaZulu-Natal;3;3,698395774;5;14,98917629;Minimal
20641;University of Pretoria;2;1,738179222;1;15,67075155;Moderate
99239;University of Cape Town;3;3,155448292;2;21,1774656;Severe
84012;Stellenbosch University;3;2,51051845;5;11,35007958;None
91225;University of Johannesburg;2;1,412256676;1;1,212529417;Minimal
15410;University of KwaZulu-Natal;1;3,09141525;0;19,09291371;Moderate
51608;University of Pretoria;4;2,063463323;3;4,531768667;Severe
23497;University of Cape Town;1;1,012545256;2;4,951082177;None
28877;Stellenbosch University;3;2,493478464;3;21,66505541;Minimal
72658;University of Johannesburg;4;0,074560403;2;16,83924614;Moderate
91647;University of KwaZulu-Natal;3;3,685372578;3;5,78942571;Severe
32287;University of Pretoria;3;2,442627047;0;13,17849484;None
63931;University of Cape Town;3;0,020687916;2;7,889779181;Minimal
18521;Stellenbosch University;3;0,354925502;5;23,4489686;Moderate
11959;University of Johannesburg;1;3,097432957;1;8,262671981;Severe
28020;University of KwaZulu-Natal;4;1,724735528;5;5,411915462;None
76625;University of Pretoria;1;1,898232218;3;11,99154566;Minimal
55428;University of Cape Town;2;0,510339952;5;11,01715983;Moderate
44005;Stellenbosch University;3;1,345157109;3;13,14544796;Severe
72720;University of Johannesburg;4;1,688659177;0;22,52632184;None
85995;University of KwaZulu-Natal;4;1,455089778;1;20,45848286;Minimal
19789;University of Pretoria;3;3,013932282;3;11,50057044;Moderate
29448;University of Cape Town;2;1,797112578;0;4,250769926;Severe
87118;Stellenbosch University;2;2,089224664;4;3,171912384;None
22683;University of Johannesburg;2;2,694490883;4;15,66490803;Minimal
48630;University of KwaZulu-Natal;1;3,310425593;2;13,65683544;Moderate
32272;University of Pretoria;2;2,614053355;6;7,487157776;Severe
76229;University of Cape Town;4;2,376602212;1;22,6215074;None
77557;Stellenbosch University;1;3,343842537;1;9,409954187;Minimal
93147;University of Johannesburg;1;0,075397082;5;15,70641987;Moderate
37021;University of KwaZulu-Natal;2;3,840336159;0;2,687466541;Severe
71847;University of Pretoria;3;3,082806898;1;10,63531705;None
18085;University of Cape Town;3;2,201309625;2;17,00719003;Minimal
97542;Stellenbosch University;2;3,592831095;4;21,49709588;Moderate
59717;University of Johannesburg;3;0,619037223;6;17,45749152;Severe
90403;University of KwaZulu-Natal;1;1,275182131;0;19,07618064;None
66806;University of Pretoria;3;3,830954711;0;18,75392038;Minimal
37482;University of Cape Town;3;2,662625448;4;12,74206692;Moderate
81964;Stellenbosch University;4;3,373123413;4;14,53920609;Severe
90762;University of Johannesburg;4;0,034163291;1;11,94669154;None
63197;University of KwaZulu-Natal;2;2,253204688;2;6,194737543;Minimal
69167;University of Pretoria;1;1,882587823;3;16,26141079;Moderate
68839;University of Cape Town;4;2,005922649;2;5,148609836;Severe
11012;Stellenbosch University;2;3,189854417;5;11,7948622;None
35583;University of Johannesburg;1;1,06385567;0;16,74791241;Minimal
80562;University of KwaZulu-Natal;4;0,250545908;5;19,52768672;Moderate
93321;University of Pretoria;4;2,750997588;4;17,62784187;Severe
42239;University of Cape Town;1;3,313832855;0;0,20289692;None
47338;Stellenbosch University;3;3,879166844;5;2,455264241;Minimal
41923;University of Johannesburg;1;2,59905727;3;17,10404797;Moderate
40659;University of KwaZulu-Natal;4;2,404863492;1;6,423769436;Severe
37760;University of Pretoria;3;0,674200475;5;8,019144463;None
37437;University of Cape Town;1;0,550387545;6;17,31923269;Minimal
75216;Stellenbosch University;4;2,695158689;4;6,83256619;Moderate
34603;University of Johannesburg;2;0,781671361;0;14,00510634;Severe
71538;University of KwaZulu-Natal;2;3,928968071;5;17,20781156;None
86948;University of Pretoria;4;2,777242412;6;16,3384477;Minimal
74375;University of Cape Town;1;1,316406901;0;6,295174222;Moderate
82102;Stellenbosch University;1;0,646495689;2;17,41632543;Severe
46332;University of Johannesburg;3;3,643408771;5;7,324914271;None
13428;University of KwaZulu-Natal;4;1,72224654;2;8,437977295;Minimal
58125;University of Pretoria;4;1,629312284;5;1,073685559;Moderate
98781;University of Cape Town;3;2,438276989;5;0,592018871;Severe
58833;Stellenbosch University;4;1,162730042;5;23,56186963;None
81637;University of Johannesburg;1;3,174004126;3;1,853597039;Minimal
65618;University of KwaZulu-Natal;4;0,244390464;2;1,558240185;Moderate
94379;University of Pretoria;4;1,810619585;5;19,69869783;Severe
17804;University of Cape Town;2;3,425263144;0;3,023884964;None
72330;Stellenbosch University;3;1,061947918;0;11,46885891;Minimal
18702;University of Johannesburg;1;1,001237442;1;13,84652207;Moderate
63318;University of KwaZulu-Natal;1;3,666403114;3;21,65198612;Severe
80146;University of Pretoria;4;3,955869293;2;3,846554154;None
34592;University of Cape Town;4;1,673077456;2;18,38070563;Minimal
91620;Stellenbosch University;4;2,601573002;5;2,12376789;Moderate
70771;University of Johannesburg;2;1,009060108;2;7,034472665;Severe
46917;University of KwaZulu-Natal;2;1,583638001;2;11,59975162;None
61395;University of Pretoria;2;0,134851025;5;19,40071878;Minimal
85376;University of Cape Town;4;3,123791595;6;14,79732629;Moderate
78094;Stellenbosch University;2;3,843334055;2;19,850886;Severe
45570;University of Johannesburg;3;2,442537145;3;13,03617203;None
12326;University of KwaZulu-Natal;2;3,684059317;4;10,37725031;Minimal
88454;University of Pretoria;1;3,522117642;4;9,171189956;Moderate
26840;University of Cape Town;2;1,933374363;1;10,47580852;Severe
25370;Stellenbosch University;1;3,91878623;6;6,723317322;None
51652;University of Johannesburg;3;2,004584953;0;13,31697668;Minimal
48324;University of KwaZulu-Natal;1;0,666618194;6;23,24264048;Moderate
40021;University of Pretoria;1;3,084968765;4;21,31960003;Severe
75899;University of Cape Town;3;2,450599461;5;1,723595643;None
37034;Stellenbosch University;1;0,643635728;2;13,2374429;Minimal
17036;University of Johannesburg;1;1,499427159;3;5,476307284;Moderate
96775;University of KwaZulu-Natal;4;3,720661384;5;9,594472628;Severe
87452;University of Pretoria;3;1,01292763;6;11,98647394;None
51395;University of Cape Town;3;3,505600705;2;2,672867429;Minimal
67150;Stellenbosch University;2;1,594832663;2;6,406444962;Moderate
93067;University of Johannesburg;2;0,142505451;1;0,454103178;Severe
36383;University of KwaZulu-Natal;3;1,189207452;1;17,32087756;None
62166;University of Pretoria;1;2,493114144;3;17,16008826;Minimal
87162;University of Cape Town;4;0,117775441;4;16,33208742;Moderate
87560;Stellenbosch University;2;3,081308328;3;2,356226139;Severe
18674;University of Johannesburg;3;1,029498413;5;5,762520744;None
32054;University of KwaZulu-Natal;1;2,468794064;4;20,8077827;Minimal
24416;University of Pretoria;1;3,516843631;1;6,140344689;Moderate
64479;University of Cape Town;1;0,023134372;1;13,9081091;Severe
47374;Stellenbosch University;4;0,145100476;6;18,9317094;None
24457;University of Johannesburg;1;1,690656896;0;4,16039633;Minimal
16020;University of KwaZulu-Natal;2;3,211442789;5;15,52961101;Moderate
83954;University of Pretoria;3;1,328976809;1;14,02494605;Severe
11375;University of Cape Town;4;1,438412225;0;17,49824688;None
14310;Stellenbosch University;2;1,698175762;5;14,42710876;Minimal
35713;University of Johannesburg;1;3,13073079;4;4,625753569;Moderate
17549;University of KwaZulu-Natal;4;0,815230915;6;7,604104306;Severe
68503;University of Pretoria;2;1,493453745;0;19,34403049;None
52180;University of Cape Town;1;2,186864628;3;9,159318556;Minimal
96031;Stellenbosch University;3;2,65645804;5;4,184245751;Moderate
71381;University of Johannesburg;1;1,343360878;2;22,29076106;Severe
39244;University of KwaZulu-Natal;4;3,197150693;2;17,83709005;None
57512;University of Pretoria;2;3,028701641;0;13,64722594;Minimal
60556;University of Cape Town;2;3,813368629;0;0,103225636;Moderate
41211;Stellenbosch University;4;1,448681306;6;19,83274167;Severe
25344;University of Johannesburg;1;2,964204412;4;12,00002255;None
12887;University of KwaZulu-Natal;3;3,571782709;0;10,2140975;Minimal
73886;University of Pretoria;4;0,755309611;0;20,95629351;Moderate
20666;University of Cape Town;4;2,32653381;2;4,987182639;Severe
47189;Stellenbosch University;3;0,897693398;5;18,13035651;None
70763;University of Johannesburg;2;1,469804922;3;21,64507169;Minimal
68046;University of KwaZulu-Natal;1;2,181711153;6;4,323488657;Moderate
33688;University of Pretoria;1;3,775262107;1;8,259602056;Severe
60249;University of Cape Town;3;2,500968355;6;0,407222837;None
25490;Stellenbosch University;3;2,115465949;4;10,53112716;Minimal
74217;University of Johannesburg;4;3,882560585;3;8,662357265;Moderate
36995;University of KwaZulu-Natal;1;3,355982619;1;16,37772217;Severe
46886;University of Pretoria;4;3,513029925;6;8,197782651;None
54280;University of Cape Town;4;3,530992241;4;14,41621303;Minimal
63174;Stellenbosch University;3;1,88087064;3;2,780233416;Moderate
30419;University of Johannesburg;3;1,652842005;1;20,17227853;Severe
88102;University of KwaZulu-Natal;2;2,568522871;2;6,539936599;None
75427;University of Pretoria;4;2,688525181;0;0,978112604;Minimal
81856;University of Cape Town;1;3,506835876;4;22,98518979;Moderate
94802;Stellenbosch University;4;1,560789017;6;4,4041796;Severe
37749;University of Johannesburg;1;0,713591156;1;14,72407592;None
33080;University of KwaZulu-Natal;4;1,595712736;2;22,78557768;Minimal
40912;University of Pretoria;4;3,59210152;4;9,615791194;Moderate
55968;University of Cape Town;3;0,266985905;5;0,81475398;Severe
96128;Stellenbosch University;4;1,490559197;4;10,26364469;None
15369;University of Johannesburg;1;3,70096219;1;8,537161717;Minimal
58758;University of KwaZulu-Natal;4;0,244433252;3;3,352114665;Moderate
73535;University of Pretoria;4;1,107984727;6;6,366558271;Severe
74749;University of Cape Town;1;0,683338252;0;4,784302878;None
49492;Stellenbosch University;4;0,751937331;1;1,202794345;Minimal
59005;University of Johannesburg;3;1,260661029;5;23,40431382;Moderate
55651;University of KwaZulu-Natal;2;0,614267706;2;18,39754773;Severe
41847;University of Pretoria;3;1,253666501;1;15,98423233;None
48395;University of Cape Town;4;0,342054092;1;18,85670152;Minimal
42849;Stellenbosch University;2;2,355440294;2;16,92919921;Moderate
52180;University of Johannesburg;1;3,974904982;2;8,156156774;Severe
44384;University of KwaZulu-Natal;1;1,84852119;0;5,948703382;None
81959;University of Pretoria;3;3,255716044;4;2,635296159;Minimal
92038;University of Cape Town;3;1,554900289;2;10,68201316;Moderate
84019;Stellenbosch University;4;0,613028419;6;20,93290434;Severe
88273;University of Johannesburg;4;3,308695543;4;18,85940932;None
38381;University of KwaZulu-Natal;3;0,701054143;6;16,90088114;Minimal
68223;University of Pretoria;1;0,66678211;0;2,828208558;Moderate
75986;University of Cape Town;2;2,310587784;5;17,77597406;Severe
77294;Stellenbosch University;2;1,747735552;0;23,488413;None
16311;University of Johannesburg;3;1,664365846;3;17,00732351;Minimal
22577;University of KwaZulu-Natal;3;0,687508297;4;5,051282646;Moderate
87418;University of Pretoria;1;3,714807266;3;18,33452242;Severe
58332;University of Cape Town;1;0,193597514;1;10,91524654;None
31222;Stellenbosch University;1;1,184814317;1;3,462418984;Minimal
35689;University of Johannesburg;1;3,711420347;0;3,463567778;Moderate
97558;University of KwaZulu-Natal;4;0,954834364;1;8,677149739;Severe
83631;University of Pretoria;2;1,238190947;5;22,76639371;None
30739;University of Cape Town;2;0,093073277;5;17,34018091;Minimal
19129;Stellenbosch University;1;0,894071801;3;6,693737744;Moderate
24696;University of Johannesburg;1;3,558855196;6;18,2492916;Severe
66646;University of KwaZulu-Natal;2;3,624706846;0;22,82471013;None
36481;University of Pretoria;1;2,063075111;1;15,31090302;Minimal
86257;University of Cape Town;1;2,137914871;0;19,96664784;Moderate
19149;Stellenbosch University;3;2,26020044;2;22,42999178;Severe
44450;University of Johannesburg;4;1,483797167;2;20,09536724;None
18533;University of KwaZulu-Natal;4;1,051364681;4;0,114649924;Minimal
14982;University of Pretoria;4;1,274001694;5;4,832788361;Moderate
29470;University of Cape Town;1;1,801206072;4;7,610932548;Severe
31983;Stellenbosch University;4;1,393074715;1;18,47427502;None
77487;University of Johannesburg;2;2,876112821;5;5,719323516;Minimal
88855;University of KwaZulu-Natal;4;0,528813112;3;0,163812389;Moderate
62355;University of Pretoria;3;2,044708062;6;16,14859876;Severe
18908;University of Cape Town;3;0,517101088;1;4,139170155;None
58844;Stellenbosch University;1;2,917336471;1;9,92108527;Minimal
45465;University of Johannesburg;3;2,231456897;5;0,076466021;Moderate
30287;University of KwaZulu-Natal;4;3,425221737;0;9,137292371;Severe
23121;University of Pretoria;3;3,065986764;6;11,91746134;None
64654;University of Cape Town;3;3,982085318;6;15,08499061;Minimal
10183;Stellenbosch University;4;0,97839077;5;14,34277648;Moderate
84019;University of Johannesburg;2;2,102838539;5;7,168124386;Severe
65785;University of KwaZulu-Natal;4;0,903869879;3;7,502681331;None
38179;University of Pretoria;2;1,348724289;1;1,868170895;Minimal
71089;University of Cape Town;4;1,050533959;0;21,16098403;Moderate
48372;Stellenbosch University;1;3,538960369;5;5,538000789;Severe
17044;University of Johannesburg;3;0,348182405;6;13,41109347;None
72718;University of KwaZulu-Natal;3;1,409630146;6;3,814388295;Minimal
62625;University of Pretoria;2;0,810149613;6;3,649543871;Moderate
54234;University of Cape Town;4;2,1474256;6;22,2422467;Severe
96376;Stellenbosch University;3;0,198575475;1;16,57360275;None
25760;University of Johannesburg;4;1,480697353;3;9,325736476;Minimal
99216;University of KwaZulu-Natal;2;2,25507681;0;7,385799587;Moderate
86045;University of Pretoria;3;1,439177578;1;20,48388095;Severe
60132;University of Cape Town;4;2,537093324;4;5,620611142;None
71669;Stellenbosch University;4;1,185264456;2;5,439363423;Minimal
46985;University of Johannesburg;4;0,657249797;5;12,32809637;Moderate
98617;University of KwaZulu-Natal;3;0,966775017;5;14,20240916;Severe
83277;University of Pretoria;3;1,024840774;3;12,34735984;None
81053;University of Cape Town;4;0,971805379;6;15,17103202;Minimal
42804;Stellenbosch University;4;2,953491808;6;6,989899956;Moderate
87492;University of Johannesburg;2;1,356223509;3;1,382481788;Severe
95543;University of KwaZulu-Natal;3;0,623279931;5;11,51447267;None
87130;University of Pretoria;4;0,032381301;2;16,5787645;Minimal
23969;University of Cape Town;1;2,860196693;4;14,02002826;Moderate
87133;Stellenbosch University;3;0,429721259;4;1,393068601;Severe
89536;University of Johannesburg;2;3,01122627;2;19,81711758;None
77914;University of KwaZulu-Natal;1;3,809016648;2;7,569496166;Minimal
56631;University of Pretoria;4;0,40044579;1;21,17538109;Moderate
49245;University of Cape Town;3;3,023985348;6;8,509977961;Severe
27547;Stellenbosch University;1;3,412125258;1;6,848911817;None
20440;University of Johannesburg;1;2,289758088;6;3,318956186;Minimal
20109;University of KwaZulu-Natal;3;0,160939168;4;17,72891053;Moderate
72779;University of Pretoria;3;3,324918602;2;10,91344623;Severe
89212;University of Cape Town;2;2,856572816;4;16,27925317;None
75680;Stellenbosch University;1;2,236130072;0;11,24094645;Minimal
72692;University of Johannesburg;4;3,967858692;5;23,78351017;Moderate
51786;University of KwaZulu-Natal;2;2,84658063;6;15,77610168;Severe
40785;University of Pretoria;1;0,706022223;6;3,338212835;None
14418;University of Cape Town;2;1,569883227;1;8,597830746;Minimal
87750;Stellenbosch University;3;3,253688786;5;11,83459013;Moderate
45600;University of Johannesburg;2;3,268580508;2;2,10704473;Severe
35081;University of KwaZulu-Natal;2;0,907942416;6;1,762979472;None
67238;University of Pretoria;3;0,814576385;2;8,956184849;Minimal
94676;University of Cape Town;3;2,897931495;4;7,571209441;Moderate
29450;Stellenbosch University;4;0,697055968;5;7,940351017;Severe
23644;University of Johannesburg;2;1,674845855;6;13,61077766;None
68493;University of KwaZulu-Natal;2;3,817139191;0;21,54394302;Minimal
63993;University of Pretoria;3;2,322049364;4;20,51058104;Moderate
97218;University of Cape Town;3;0,286972152;0;3,578898326;Severe
58718;Stellenbosch University;1;1,063067416;5;5,005054868;None
75052;University of Johannesburg;2;3,329020336;0;11,16318852;Minimal
84450;University of KwaZulu-Natal;1;3,565609074;3;20,1463535;Moderate
56029;University of Pretoria;2;3,609668267;6;8,301010368;Severe
44271;University of Cape Town;1;0,467833202;4;3,002342778;None
36622;Stellenbosch University;3;0,63295995;5;5,776223645;Minimal
10526;University of Johannesburg;3;2,661433127;6;8,116569764;Moderate
25502;University of KwaZulu-Natal;4;3,103343943;1;14,23568579;Severe
85826;University of Pretoria;4;1,855407164;3;9,41185234;None
74131;University of Cape Town;2;1,679836569;4;8,102688037;Minimal
66133;Stellenbosch University;1;2,747359399;2;13,76926279;Moderate
37987;University of Johannesburg;4;1,147818793;3;17,54832739;Severe
67402;University of KwaZulu-Natal;4;3,876637061;6;6,773213574;None
91159;University of Pretoria;4;3,004351826;0;21,8258575;Minimal
99600;University of Cape Town;2;2,569484474;1;23,84343225;Moderate
87143;Stellenbosch University;3;3,023405138;3;18,15571134;Severe
81328;University of Johannesburg;4;1,230198691;2;16,94310119;None
15985;University of KwaZulu-Natal;1;1,743038439;3;20,78346981;Minimal
30494;University of Pretoria;1;1,173678757;4;23,2366594;Moderate
74276;University of Cape Town;3;1,412933572;5;16,06848771;Severe
16995;Stellenbosch University;1;1,800615695;3;2,092632953;None
45273;University of Johannesburg;4;1,776069474;3;2,192738193;Minimal
69644;University of KwaZulu-Natal;1;1,848525007;6;23,716164;Moderate
15246;University of Pretoria;2;2,918835993;0;2,221754472;Severe
91130;University of Cape Town;1;3,992509234;4;15,86881683;None
57289;Stellenbosch University;1;2,740111138;6;12,24953017;Minimal
99677;University of Johannesburg;4;3,496127295;2;9,044783059;Moderate
89388;University of KwaZulu-Natal;4;2,787560033;5;12,27482141;Severe
67925;University of Pretoria;3;3,262672599;2;21,5324075;None
83204;University of Cape Town;1;3,691938204;4;2,973598851;Minimal
15382;Stellenbosch University;2;0,106361887;5;3,499324729;Moderate
86562;University of Johannesburg;3;3,904429469;6;14,83223415;Severe
57402;University of KwaZulu-Natal;4;1,81418713;0;17,28717036;None
90435;University of Pretoria;4;3,63759998;5;7,572407832;Minimal
26787;University of Cape Town;4;2,168918363;2;2,30358888;Moderate
61736;Stellenbosch University;3;2,902202255;2;3,021612233;Severe
28598;University of Johannesburg;2;1,115642405;2;23,09652254;None
29530;University of KwaZulu-Natal;2;0,419162947;3;10,06365992;Minimal
